station_id,station_name,basin,country,latitude,longitude,date,year,month,day,day_of_year,rainfall_mm,river_level_m,soil_moisture_percent,temperature_celsius,flood_risk_score,flood_event_occurred,severity_level,season,monsoon_season,data_quality_score
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2005-06-06,2005,6,6,157,17.95,7.85,52.05,18.84,4.79,0,Moderate,Summer,1,0.887
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2014-08-04,2014,8,4,216,25.01,6.26,52.18,33.99,4.47,0,Moderate,Summer,1,0.943
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2016-09-16,2016,9,16,260,29.92,8.48,58.36,35.43,5.62,0,High,Autumn,1,0.969
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2017-02-27,2017,2,27,58,7.65,2.33,15.03,8.75,2.17,0,Low,Winter,0,0.902
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2018-07-28,2018,7,28,209,21.59,6.73,51.44,33.01,5.27,0,High,Summer,1,0.915
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2019-02-17,2019,2,17,48,9.29,3.58,22.55,9.78,1.53,0,Low,Winter,0,0.882
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2011-12-15,2011,12,15,349,3.63,3.11,24.52,25.42,2.03,0,Low,Winter,0,0.886
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2016-07-22,2016,7,22,204,26.32,6.48,55.7,29.32,5.39,0,High,Summer,1,0.922
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2024-02-23,2024,2,23,54,13.81,3.62,18.0,9.59,2.5,0,Low,Winter,0,0.924
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2008-04-30,2008,4,30,121,3.51,4.53,25.49,14.17,2.85,0,Low,Spring,0,0.917
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2020-08-18,2020,8,18,231,26.07,5.58,60.98,33.58,4.34,0,Moderate,Summer,1,0.89
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2003-05-13,2003,5,13,133,10.78,5.12,34.34,13.88,2.83,0,Low,Spring,0,0.909
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2000-08-07,2000,8,7,220,25.23,6.47,57.03,29.31,5.0,0,High,Summer,1,0.904
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2001-06-03,2001,6,3,154,17.16,7.3,42.18,17.57,5.04,0,High,Summer,1,0.954
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2008-01-10,2008,1,10,10,3.15,2.69,13.94,16.63,1.21,0,Low,Winter,0,0.957
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2011-04-23,2011,4,23,113,3.35,5.85,23.04,8.9,3.02,0,Moderate,Spring,0,0.938
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2021-11-01,2021,11,1,305,20.09,5.55,41.92,30.4,4.26,0,Moderate,Autumn,0,0.922
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2001-01-26,2001,1,26,26,7.75,3.63,28.79,14.4,2.46,0,Low,Winter,0,0.967
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2020-01-05,2020,1,5,5,10.0,3.62,22.23,18.6,2.31,0,Low,Winter,0,0.903
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2022-07-06,2022,7,6,187,24.82,6.75,57.89,27.44,4.9,0,Moderate,Summer,1,0.929
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2001-02-12,2001,2,12,43,4.96,2.71,17.5,11.64,1.77,0,Low,Winter,0,0.945
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2009-09-07,2009,9,7,250,28.65,7.04,58.37,39.99,5.57,0,High,Autumn,1,0.94
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2016-12-10,2016,12,10,345,3.45,3.26,22.6,25.14,2.48,0,Low,Winter,0,0.911
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2018-03-07,2018,3,7,66,6.13,2.49,20.49,7.31,1.76,0,Low,Spring,0,0.898
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2021-09-19,2021,9,19,262,31.01,6.69,58.88,36.98,4.86,0,Moderate,Autumn,1,0.975
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2008-07-19,2008,7,19,201,21.27,5.65,51.89,29.1,4.49,0,Moderate,Summer,1,0.91
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2021-07-07,2021,7,7,188,198.78,26.19,100.0,24.03,8.99,1,Extreme,Summer,1,0.895
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2002-01-14,2002,1,14,14,6.76,3.2,21.17,15.67,1.69,0,Low,Winter,0,0.966
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2014-04-26,2014,4,26,116,6.84,4.63,28.54,9.75,2.62,0,Low,Spring,0,0.896
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2021-04-15,2021,4,15,105,7.58,6.11,32.21,12.77,4.12,0,Moderate,Spring,0,0.982
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2016-07-26,2016,7,26,208,22.96,5.2,47.36,33.05,4.34,0,Moderate,Summer,1,0.936
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2001-05-16,2001,5,16,136,5.66,4.74,22.28,17.1,2.96,0,Low,Spring,0,0.942
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2016-05-21,2016,5,21,142,5.17,5.83,31.85,13.35,2.89,0,Low,Spring,0,0.906
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2006-11-02,2006,11,2,306,7.41,3.57,36.46,34.52,2.44,0,Low,Autumn,0,0.977
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2013-10-26,2013,10,26,299,32.73,6.31,56.0,33.6,5.17,0,High,Autumn,1,0.953
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2017-10-02,2017,10,2,275,33.63,7.25,58.22,37.71,5.69,0,High,Autumn,1,0.903
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2007-03-27,2007,3,27,86,9.2,3.63,19.49,7.95,1.74,0,Low,Spring,0,0.91
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2002-04-28,2002,4,28,118,11.15,6.01,22.47,11.29,3.02,0,Moderate,Spring,0,0.924
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2013-10-27,2013,10,27,300,35.55,7.56,58.42,33.42,5.65,0,High,Autumn,1,0.975
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2024-03-28,2024,3,28,88,3.18,2.13,10.36,12.77,2.0,0,Low,Spring,0,0.963
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2013-04-04,2013,4,4,94,3.19,5.6,23.63,9.76,2.2,0,Low,Spring,0,0.899
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2001-04-01,2001,4,1,91,11.44,5.77,23.84,5.38,4.25,0,Moderate,Spring,0,0.922
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2015-11-30,2015,11,30,334,3.06,2.89,23.44,25.18,2.45,0,Low,Autumn,0,0.901
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2015-03-15,2015,3,15,74,8.13,3.16,20.83,11.04,1.82,0,Low,Spring,0,0.909
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2001-10-10,2001,10,10,283,31.76,8.3,50.04,35.34,5.98,0,High,Autumn,1,0.965
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2012-02-07,2012,2,7,38,4.69,3.42,18.63,11.39,2.42,0,Low,Winter,0,0.957
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2018-01-04,2018,1,4,4,9.22,3.07,18.93,19.91,1.98,0,Low,Winter,0,0.968
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2001-08-03,2001,8,3,215,25.88,6.45,56.9,31.58,4.89,0,Moderate,Summer,1,0.898
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2019-09-10,2019,9,10,253,30.4,7.6,57.98,37.52,5.04,0,High,Autumn,1,0.916
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2006-03-13,2006,3,13,72,3.45,2.85,16.84,12.04,1.57,0,Low,Spring,0,0.958
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2009-02-24,2009,2,24,55,10.42,3.16,16.72,9.45,1.99,0,Low,Winter,0,0.936
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2005-11-09,2005,11,9,313,12.69,3.89,32.78,35.98,2.79,0,Low,Autumn,0,0.958
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2022-06-11,2022,6,11,162,19.93,7.66,43.12,21.32,3.69,0,Moderate,Summer,1,0.922
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2007-08-21,2007,8,21,233,26.84,5.38,55.79,38.03,4.31,0,Moderate,Summer,1,0.906
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2002-11-14,2002,11,14,318,6.16,3.01,29.06,33.73,2.29,0,Low,Autumn,0,0.946
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2002-12-29,2002,12,29,363,4.37,2.44,23.79,23.04,1.19,0,Low,Winter,0,0.989
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2000-01-08,2000,1,8,8,5.91,2.24,24.72,19.31,2.39,0,Low,Winter,0,0.886
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2018-03-12,2018,3,12,71,5.0,2.12,15.37,7.09,1.4,0,Low,Spring,0,0.963
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2015-05-01,2015,5,1,121,3.71,4.85,28.32,12.09,3.02,0,Moderate,Spring,0,0.885
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2002-11-10,2002,11,10,314,8.05,4.88,35.34,28.62,2.63,0,Low,Autumn,0,0.881
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2000-02-14,2000,2,14,45,3.73,2.29,20.72,7.41,1.05,0,Low,Winter,0,0.962
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2017-10-15,2017,10,15,288,33.59,7.09,57.33,37.01,5.22,0,High,Autumn,1,0.922
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2020-11-16,2020,11,16,321,8.56,3.78,34.7,29.44,2.56,0,Low,Autumn,0,0.904
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2013-04-27,2013,4,27,117,4.67,6.28,26.41,9.53,3.23,0,Moderate,Spring,0,0.952
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2020-05-12,2020,5,12,133,9.99,6.2,34.78,16.45,2.73,0,Low,Spring,0,0.942
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2015-05-13,2015,5,13,133,3.85,5.1,28.11,12.76,2.31,0,Low,Spring,0,0.949
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2002-01-13,2002,1,13,13,8.63,3.48,21.82,17.44,2.23,0,Low,Winter,0,0.881
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2008-04-20,2008,4,20,111,5.37,5.34,26.46,11.78,2.74,0,Low,Spring,0,0.91
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2017-08-21,2017,8,21,233,26.59,8.16,50.84,35.71,5.62,0,High,Summer,1,0.908
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2013-02-09,2013,2,9,40,6.13,2.35,13.08,13.1,1.66,0,Low,Winter,0,0.978
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2000-12-10,2000,12,10,345,4.4,3.19,19.07,22.9,1.37,0,Low,Winter,0,0.955
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2016-07-08,2016,7,8,190,22.4,6.09,48.64,26.43,4.58,0,Moderate,Summer,1,0.89
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2011-08-15,2011,8,15,227,248.89,42.21,100.0,31.1,9.76,1,Extreme,Summer,1,0.971
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2003-07-10,2003,7,10,191,21.59,7.08,55.96,25.24,4.72,0,Moderate,Summer,1,0.926
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2011-10-25,2011,10,25,298,32.68,9.21,57.38,32.44,5.58,0,High,Autumn,1,0.971
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2000-08-29,2000,8,29,242,24.12,7.26,55.46,36.14,4.49,0,Moderate,Summer,1,0.883
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2001-08-30,2001,8,30,242,28.88,6.37,61.94,32.12,5.13,0,High,Summer,1,0.9
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2024-04-09,2024,4,9,100,4.38,4.91,22.99,7.43,2.48,0,Low,Spring,0,0.974
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2024-03-20,2024,3,20,80,2.85,3.02,23.11,11.48,1.72,0,Low,Spring,0,0.939
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2020-12-11,2020,12,11,346,3.66,2.39,17.62,26.5,1.94,0,Low,Winter,0,0.916
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2009-10-27,2009,10,27,300,33.18,7.63,58.41,36.55,6.11,0,High,Autumn,1,0.947
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2017-04-04,2017,4,4,94,9.86,6.63,23.97,9.04,3.35,0,Moderate,Spring,0,0.913
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2008-07-18,2008,7,18,200,23.18,5.82,49.43,27.44,4.49,0,Moderate,Summer,1,0.883
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2014-02-27,2014,2,27,58,5.03,2.3,16.51,10.33,1.49,0,Low,Winter,0,0.905
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2013-01-25,2013,1,25,25,3.26,3.06,19.85,12.2,1.88,0,Low,Winter,0,0.886
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2004-03-13,2004,3,13,73,4.4,2.38,14.85,9.74,2.01,0,Low,Spring,0,0.936
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2014-01-27,2014,1,27,27,3.0,2.86,13.53,13.83,2.01,0,Low,Winter,0,0.88
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2003-10-14,2003,10,14,287,32.55,6.45,46.39,35.91,4.88,0,Moderate,Autumn,1,0.897
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2003-11-17,2003,11,17,321,6.91,2.97,24.89,28.7,2.37,0,Low,Autumn,0,0.912
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2023-09-11,2023,9,11,254,30.32,6.97,56.34,39.66,5.23,0,High,Autumn,1,0.979
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2022-04-27,2022,4,27,117,8.52,4.96,25.39,12.64,2.63,0,Low,Spring,0,0.94
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2004-04-14,2004,4,14,105,6.84,5.63,21.38,11.33,2.79,0,Low,Spring,0,0.97
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2020-04-01,2020,4,1,92,3.86,5.32,25.42,10.07,2.9,0,Low,Spring,0,0.976
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2008-08-28,2008,8,28,241,24.77,6.66,57.57,36.52,4.29,0,Moderate,Summer,1,0.956
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2014-03-06,2014,3,6,65,4.49,3.21,20.55,9.99,1.86,0,Low,Spring,0,0.925
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2024-01-06,2024,1,6,6,4.68,2.71,20.65,17.02,2.26,0,Low,Winter,0,0.934
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2002-04-13,2002,4,13,103,7.68,5.7,27.99,9.78,2.81,0,Low,Spring,0,0.927
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2003-12-29,2003,12,29,363,7.02,3.9,29.94,21.12,2.82,0,Low,Winter,0,0.896
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2001-02-02,2001,2,2,33,8.48,2.54,15.38,10.12,1.68,0,Low,Winter,0,0.957
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2016-06-16,2016,6,16,168,18.5,6.66,40.19,20.24,3.54,0,Moderate,Summer,1,0.99
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2023-04-19,2023,4,19,109,6.56,5.85,19.95,8.12,2.33,0,Low,Spring,0,0.967
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2002-01-31,2002,1,31,31,11.27,2.95,17.25,12.42,1.74,0,Low,Winter,0,0.932
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2019-11-05,2019,11,5,309,5.1,3.64,31.21,33.98,2.79,0,Low,Autumn,0,0.887
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2014-08-07,2014,8,7,219,26.64,5.96,57.18,32.22,4.62,0,Moderate,Summer,1,0.987
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2017-02-23,2017,2,23,54,2.5,2.19,10.02,9.6,1.29,0,Low,Winter,0,0.951
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2013-04-17,2013,4,17,107,2.98,4.79,22.43,9.99,2.77,0,Low,Spring,0,0.893
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2009-01-17,2009,1,17,17,3.29,2.04,16.77,16.8,1.37,0,Low,Winter,0,0.98
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2018-05-30,2018,5,30,150,4.09,5.76,31.56,14.17,3.94,0,Moderate,Spring,0,0.979
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2015-08-09,2015,8,9,221,26.18,5.73,57.41,33.28,4.06,0,Moderate,Summer,1,0.967
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2012-08-02,2012,8,2,215,29.35,7.57,57.76,33.51,5.19,0,High,Summer,1,0.978
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2011-08-20,2011,8,20,232,24.98,8.1,55.62,33.13,4.74,0,Moderate,Summer,1,0.936
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2019-11-07,2019,11,7,311,3.4,3.38,19.06,35.13,2.23,0,Low,Autumn,0,0.947
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2023-06-09,2023,6,9,160,17.84,8.21,45.76,20.1,3.7,0,Moderate,Summer,1,0.918
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2011-10-10,2011,10,10,283,33.49,8.52,57.44,37.04,5.65,0,High,Autumn,1,0.928
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2001-11-25,2001,11,25,329,4.3,3.27,25.29,26.98,2.05,0,Low,Autumn,0,0.915
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2006-10-14,2006,10,14,287,32.11,5.64,46.86,35.11,4.64,0,Moderate,Autumn,1,0.969
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2002-03-12,2002,3,12,71,10.03,2.76,13.71,7.57,1.13,0,Low,Spring,0,0.888
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2023-03-02,2023,3,2,61,10.91,3.36,18.55,11.62,2.32,0,Low,Spring,0,0.919
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2019-03-28,2019,3,28,87,6.17,3.39,16.66,9.91,2.1,0,Low,Spring,0,0.933
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2006-11-05,2006,11,5,309,2.67,2.97,20.56,33.36,2.26,0,Low,Autumn,0,0.951
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2003-11-22,2003,11,22,326,6.57,2.9,28.62,27.15,2.36,0,Low,Autumn,0,0.913
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2022-06-04,2022,6,4,155,22.55,8.02,51.7,19.81,4.63,0,Moderate,Summer,1,0.918
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2015-03-12,2015,3,12,71,15.13,4.18,19.61,7.19,3.48,0,Moderate,Spring,0,0.892
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2016-05-26,2016,5,26,147,3.36,6.2,30.72,16.11,3.42,0,Moderate,Spring,0,0.929
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2009-04-24,2009,4,24,114,10.9,4.95,27.26,7.58,2.99,0,Low,Spring,0,0.892
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2024-06-26,2024,6,26,178,17.92,7.2,44.38,28.53,4.25,0,Moderate,Summer,1,0.965
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2004-01-20,2004,1,20,20,6.18,3.35,15.33,15.34,2.35,0,Low,Winter,0,0.963
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2014-01-13,2014,1,13,13,3.11,2.19,9.44,16.05,1.83,0,Low,Winter,0,0.949
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2024-10-14,2024,10,14,288,33.99,7.97,51.02,37.25,6.04,0,High,Autumn,1,0.965
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2008-12-05,2008,12,5,340,11.81,4.75,34.25,27.07,3.97,0,Moderate,Winter,0,0.933
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2017-11-17,2017,11,17,321,3.33,2.57,31.98,29.18,1.9,0,Low,Autumn,0,0.884
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2015-10-18,2015,10,18,291,34.02,7.53,58.59,35.51,5.42,0,High,Autumn,1,0.91
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2003-06-28,2003,6,28,179,19.06,6.62,39.3,25.3,4.0,0,Moderate,Summer,1,0.961
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2011-08-17,2011,8,17,229,24.62,5.93,56.5,33.36,4.19,0,Moderate,Summer,1,0.938
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2007-01-14,2007,1,14,14,7.03,3.21,23.97,16.97,2.2,0,Low,Winter,0,0.927
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2019-01-29,2019,1,29,29,3.33,2.93,20.89,12.83,1.68,0,Low,Winter,0,0.881
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2001-10-14,2001,10,14,287,31.75,8.21,51.48,33.4,5.14,0,High,Autumn,1,0.983
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2006-05-21,2006,5,21,141,10.76,6.09,27.59,15.47,3.58,0,Moderate,Spring,0,0.885
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2018-04-02,2018,4,2,92,8.53,5.11,33.31,9.95,4.08,0,Moderate,Spring,0,0.956
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2018-06-07,2018,6,7,158,21.92,8.84,43.24,16.64,4.51,0,Moderate,Summer,1,0.932
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2003-12-24,2003,12,24,358,9.97,3.36,25.5,19.76,3.3,0,Moderate,Winter,0,0.893
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2019-04-15,2019,4,15,105,7.49,6.19,26.69,12.39,3.7,0,Moderate,Spring,0,0.936
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2009-07-09,2009,7,9,190,20.84,6.28,48.04,28.01,4.93,0,Moderate,Summer,1,0.881
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2014-01-20,2014,1,20,20,8.98,3.55,21.12,13.83,2.36,0,Low,Winter,0,0.914
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2005-08-17,2005,8,17,229,26.6,6.24,54.42,33.79,4.29,0,Moderate,Summer,1,0.905
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2021-09-08,2021,9,8,251,34.69,8.61,66.44,33.97,6.48,0,High,Autumn,1,0.903
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2010-06-23,2010,6,23,174,18.82,6.43,39.01,23.9,4.16,0,Moderate,Summer,1,0.914
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2018-05-25,2018,5,25,145,7.8,6.04,32.85,15.14,3.49,0,Moderate,Spring,0,0.906
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2006-05-12,2006,5,12,132,5.04,5.42,30.83,16.67,2.8,0,Low,Spring,0,0.922
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2005-01-08,2005,1,8,8,5.1,3.23,20.16,18.14,2.92,0,Low,Winter,0,0.888
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2000-11-12,2000,11,12,317,6.02,3.4,21.81,34.99,2.37,0,Low,Autumn,0,0.926
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2009-07-10,2009,7,10,191,21.37,5.63,50.45,26.62,4.28,0,Moderate,Summer,1,0.931
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2017-09-08,2017,9,8,251,30.09,8.83,57.98,38.15,6.19,0,High,Autumn,1,0.974
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2012-12-13,2012,12,13,348,10.72,4.47,34.25,26.76,3.45,0,Moderate,Winter,0,0.972
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2006-05-07,2006,5,7,127,8.03,6.28,31.77,13.28,2.73,0,Low,Spring,0,0.965
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2003-03-30,2003,3,30,89,2.74,2.42,13.59,8.16,1.44,0,Low,Spring,0,0.9
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2012-11-02,2012,11,2,307,7.95,4.23,28.66,34.02,2.95,0,Low,Autumn,0,0.906
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2021-09-23,2021,9,23,266,31.24,7.05,55.3,39.49,4.92,0,Moderate,Autumn,1,0.942
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2009-05-25,2009,5,25,145,9.11,5.38,29.17,15.46,3.22,0,Moderate,Spring,0,0.947
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2013-04-04,2013,4,4,94,7.4,5.24,23.89,10.09,3.19,0,Moderate,Spring,0,0.948
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2002-09-30,2002,9,30,273,29.72,6.73,54.26,37.29,5.05,0,High,Autumn,1,0.896
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2018-04-28,2018,4,28,118,4.05,5.84,22.92,11.19,2.46,0,Low,Spring,0,0.941
